파일명, 프레임 개수
vggsound_sparse_train_skateboarding_11.mp4, 125
vggsound_sparse_train_skateboarding_136.mp4, 125
vggsound_sparse_train_lions_roaring_627.mp4, 126
vggsound_sparse_train_people_sneezing_400.mp4, 126
vggsound_sparse_train_people_eating_crisps_200.mp4, 125
vggsound_sparse_train_playing_badminton_422.mp4, 126
vggsound_sparse_train_skateboarding_115.mp4, 126
vggsound_sparse_train_chopping_wood_120.mp4, 126
vggsound_sparse_train_striking_bowling_56.mp4, 126
vggsound_sparse_train_dog_barking_126.mp4, 125
vggsound_sparse_train_skateboarding_332.mp4, 125
vggsound_sparse_train_dog_barking_239.mp4, 121
vggsound_sparse_train_ice_cracking_51.mp4, 126
vggsound_sparse_train_hammering_nails_256.mp4, 125
vggsound_sparse_train_people_eating_apple_17.mp4, 125
vggsound_sparse_train_lions_roaring_626.mp4, 125
vggsound_sparse_train_lions_roaring_428.mp4, 126
vggsound_sparse_train_skateboarding_134.mp4, 125
vggsound_sparse_train_people_eating_crisps_242.mp4, 126
vggsound_sparse_train_dog_barking_352.mp4, 125
vggsound_sparse_train_people_eating_crisps_194.mp4, 125
vggsound_sparse_train_hammering_nails_70.mp4, 125
vggsound_sparse_train_lions_roaring_709.mp4, 125
vggsound_sparse_train_hammering_nails_166.mp4, 61
vggsound_sparse_train_people_sneezing_371.mp4, 125
vggsound_sparse_train_hammering_nails_248.mp4, 125
vggsound_sparse_train_skateboarding_672.mp4, 125
vggsound_sparse_train_lions_roaring_3.mp4, 125
vggsound_sparse_train_hammering_nails_274.mp4, 61
vggsound_sparse_train_ice_cracking_39.mp4, 125
vggsound_sparse_train_playing_badminton_102.mp4, 126
vggsound_sparse_train_dog_barking_588.mp4, 126
vggsound_sparse_train_striking_bowling_134.mp4, 126
vggsound_sparse_train_playing_badminton_491.mp4, 125
vggsound_sparse_train_lions_roaring_374.mp4, 125
vggsound_sparse_train_striking_bowling_6.mp4, 126
vggsound_sparse_train_playing_badminton_689.mp4, 125
vggsound_sparse_train_lions_roaring_262.mp4, 125
vggsound_sparse_train_hammering_nails_125.mp4, 125
vggsound_sparse_train_ice_cracking_100.mp4, 126
vggsound_sparse_train_dog_barking_14.mp4, 125
vggsound_sparse_train_playing_tennis_78.mp4, 125
vggsound_sparse_train_playing_badminton_123.mp4, 125
vggsound_sparse_train_playing_badminton_738.mp4, 125
vggsound_sparse_train_dog_barking_573.mp4, 125
vggsound_sparse_train_dog_barking_295.mp4, 125
vggsound_sparse_train_lions_roaring_654.mp4, 125
vggsound_sparse_train_playing_badminton_64.mp4, 125
vggsound_sparse_train_lions_roaring_174.mp4, 125
vggsound_sparse_train_playing_badminton_275.mp4, 125
vggsound_sparse_train_striking_bowling_18.mp4, 126
vggsound_sparse_train_chopping_wood_51.mp4, 126
vggsound_sparse_train_playing_badminton_206.mp4, 125
vggsound_sparse_train_hammering_nails_397.mp4, 125
vggsound_sparse_train_dog_barking_166.mp4, 125
vggsound_sparse_train_people_sneezing_262.mp4, 125
vggsound_sparse_train_people_eating_crisps_121.mp4, 126
vggsound_sparse_train_striking_bowling_114.mp4, 114
vggsound_sparse_train_lions_roaring_181.mp4, 125
vggsound_sparse_train_playing_badminton_533.mp4, 125
vggsound_sparse_train_playing_badminton_10.mp4, 126
vggsound_sparse_train_hammering_nails_242.mp4, 125
vggsound_sparse_train_lions_roaring_82.mp4, 126
vggsound_sparse_train_skateboarding_308.mp4, 126
vggsound_sparse_train_striking_bowling_46.mp4, 125
vggsound_sparse_train_skateboarding_434.mp4, 125
vggsound_sparse_train_hammering_nails_5.mp4, 126
vggsound_sparse_train_skateboarding_487.mp4, 126
vggsound_sparse_train_people_eating_apple_214.mp4, 126
vggsound_sparse_train_playing_badminton_589.mp4, 125
vggsound_sparse_train_playing_badminton_208.mp4, 126
vggsound_sparse_train_skateboarding_365.mp4, 126
vggsound_sparse_train_playing_badminton_702.mp4, 126
vggsound_sparse_train_skateboarding_406.mp4, 125
vggsound_sparse_train_playing_tennis_20.mp4, 125
vggsound_sparse_train_people_eating_apple_149.mp4, 125
vggsound_sparse_train_dog_barking_575.mp4, 125
vggsound_sparse_train_dog_barking_105.mp4, 62
vggsound_sparse_train_lions_roaring_631.mp4, 125
vggsound_sparse_train_ice_cracking_146.mp4, 126
vggsound_sparse_train_ice_cracking_192.mp4, 126
vggsound_sparse_train_playing_badminton_667.mp4, 126
vggsound_sparse_train_lions_roaring_547.mp4, 125
vggsound_sparse_train_skateboarding_99.mp4, 125
vggsound_sparse_train_playing_badminton_455.mp4, 125
vggsound_sparse_train_playing_badminton_564.mp4, 126
vggsound_sparse_train_dog_barking_2.mp4, 125
vggsound_sparse_train_skateboarding_81.mp4, 125
vggsound_sparse_train_playing_tennis_40.mp4, 125
vggsound_sparse_train_chopping_wood_172.mp4, 126
vggsound_sparse_train_people_eating_apple_129.mp4, 125
vggsound_sparse_train_ice_cracking_111.mp4, 125
vggsound_sparse_train_skateboarding_12.mp4, 125
vggsound_sparse_train_ice_cracking_125.mp4, 126
vggsound_sparse_train_hammering_nails_408.mp4, 126
vggsound_sparse_train_playing_badminton_548.mp4, 125
vggsound_sparse_train_lions_roaring_523.mp4, 126
vggsound_sparse_train_chopping_wood_31.mp4, 126
vggsound_sparse_train_skateboarding_381.mp4, 125
vggsound_sparse_train_playing_badminton_372.mp4, 125
vggsound_sparse_train_skateboarding_614.mp4, 125
vggsound_sparse_train_playing_badminton_448.mp4, 126
vggsound_sparse_train_playing_tennis_241.mp4, 125
vggsound_sparse_train_striking_bowling_53.mp4, 126
vggsound_sparse_train_lions_roaring_674.mp4, 126
vggsound_sparse_train_playing_badminton_88.mp4, 125
vggsound_sparse_train_dog_barking_614.mp4, 125
vggsound_sparse_train_lions_roaring_612.mp4, 125
vggsound_sparse_train_dog_barking_487.mp4, 126
vggsound_sparse_train_people_eating_apple_65.mp4, 125
vggsound_sparse_train_hammering_nails_119.mp4, 125
vggsound_sparse_train_people_sneezing_194.mp4, 125
vggsound_sparse_train_chopping_wood_11.mp4, 125
vggsound_sparse_train_skateboarding_377.mp4, 125
vggsound_sparse_train_hammering_nails_102.mp4, 125
vggsound_sparse_train_skateboarding_265.mp4, 125
vggsound_sparse_train_people_eating_apple_21.mp4, 126
vggsound_sparse_train_skateboarding_585.mp4, 125
vggsound_sparse_train_playing_badminton_733.mp4, 126
vggsound_sparse_train_playing_badminton_635.mp4, 125
vggsound_sparse_train_dog_barking_165.mp4, 125
vggsound_sparse_train_skateboarding_137.mp4, 123
vggsound_sparse_train_lions_roaring_88.mp4, 125
vggsound_sparse_train_lions_roaring_58.mp4, 126
vggsound_sparse_train_people_eating_apple_148.mp4, 126
vggsound_sparse_train_people_sneezing_148.mp4, 126
vggsound_sparse_train_skateboarding_636.mp4, 125
vggsound_sparse_train_dog_barking_124.mp4, 125
vggsound_sparse_train_people_eating_crisps_52.mp4, 126
vggsound_sparse_train_people_sneezing_21.mp4, 125
vggsound_sparse_train_hammering_nails_180.mp4, 125
vggsound_sparse_train_skateboarding_38.mp4, 125
vggsound_sparse_train_people_eating_apple_35.mp4, 125
vggsound_sparse_train_playing_tennis_131.mp4, 125
vggsound_sparse_train_playing_badminton_553.mp4, 125
vggsound_sparse_train_dog_barking_553.mp4, 126
vggsound_sparse_train_playing_tennis_96.mp4, 126
vggsound_sparse_train_dog_barking_319.mp4, 126
vggsound_sparse_train_hammering_nails_121.mp4, 126
vggsound_sparse_train_striking_bowling_190.mp4, 125
vggsound_sparse_train_hammering_nails_430.mp4, 126
vggsound_sparse_train_people_sneezing_338.mp4, 125
vggsound_sparse_train_people_eating_apple_175.mp4, 125
vggsound_sparse_train_playing_tennis_26.mp4, 125
vggsound_sparse_train_lions_roaring_676.mp4, 126
vggsound_sparse_train_skateboarding_481.mp4, 126
vggsound_sparse_train_people_eating_apple_217.mp4, 125
vggsound_sparse_train_playing_tennis_192.mp4, 126
vggsound_sparse_train_dog_barking_379.mp4, 60
vggsound_sparse_train_playing_badminton_400.mp4, 125
vggsound_sparse_train_playing_badminton_383.mp4, 126
vggsound_sparse_train_skateboarding_141.mp4, 125
vggsound_sparse_train_people_eating_crisps_229.mp4, 126
vggsound_sparse_train_people_sneezing_188.mp4, 125
vggsound_sparse_train_people_sneezing_184.mp4, 125
vggsound_sparse_train_dog_barking_423.mp4, 125
vggsound_sparse_train_lions_roaring_781.mp4, 126
vggsound_sparse_train_dog_barking_108.mp4, 126
vggsound_sparse_train_playing_tennis_6.mp4, 126
vggsound_sparse_train_people_sneezing_116.mp4, 125
vggsound_sparse_train_playing_badminton_201.mp4, 125
vggsound_sparse_train_chopping_wood_145.mp4, 125
vggsound_sparse_train_skateboarding_170.mp4, 125
vggsound_sparse_train_hammering_nails_105.mp4, 125
vggsound_sparse_train_people_eating_apple_212.mp4, 125
vggsound_sparse_train_people_sneezing_66.mp4, 126
vggsound_sparse_train_people_eating_apple_42.mp4, 125
vggsound_sparse_train_hammering_nails_98.mp4, 125
vggsound_sparse_train_people_sneezing_422.mp4, 125
vggsound_sparse_train_dog_barking_314.mp4, 125
vggsound_sparse_train_playing_badminton_385.mp4, 125
vggsound_sparse_train_dog_barking_472.mp4, 126
vggsound_sparse_train_lions_roaring_371.mp4, 125
vggsound_sparse_train_people_eating_apple_236.mp4, 126
vggsound_sparse_train_skateboarding_468.mp4, 125
vggsound_sparse_train_playing_badminton_165.mp4, 126
vggsound_sparse_train_dog_barking_399.mp4, 125
vggsound_sparse_train_people_eating_crisps_98.mp4, 125
vggsound_sparse_train_ice_cracking_67.mp4, 125
vggsound_sparse_train_people_sneezing_88.mp4, 125
vggsound_sparse_train_skateboarding_67.mp4, 125
vggsound_sparse_train_dog_barking_608.mp4, 126
vggsound_sparse_train_dog_barking_104.mp4, 125
vggsound_sparse_train_playing_badminton_677.mp4, 125
vggsound_sparse_train_people_eating_crisps_50.mp4, 126
vggsound_sparse_train_dog_barking_303.mp4, 125
vggsound_sparse_train_playing_badminton_181.mp4, 125
vggsound_sparse_train_playing_badminton_413.mp4, 126
vggsound_sparse_train_striking_bowling_28.mp4, 125
vggsound_sparse_train_skateboarding_257.mp4, 125
vggsound_sparse_train_hammering_nails_389.mp4, 126
vggsound_sparse_train_playing_tennis_122.mp4, 125
vggsound_sparse_train_ice_cracking_191.mp4, 125
vggsound_sparse_train_dog_barking_91.mp4, 125
vggsound_sparse_train_hammering_nails_332.mp4, 126
vggsound_sparse_train_playing_badminton_161.mp4, 126
vggsound_sparse_train_skateboarding_36.mp4, 126
vggsound_sparse_train_skateboarding_658.mp4, 125
vggsound_sparse_train_skateboarding_665.mp4, 84
vggsound_sparse_train_people_eating_crisps_58.mp4, 125
vggsound_sparse_train_striking_bowling_103.mp4, 126
vggsound_sparse_train_chopping_wood_163.mp4, 126
vggsound_sparse_train_playing_tennis_210.mp4, 125
vggsound_sparse_train_playing_badminton_466.mp4, 125
vggsound_sparse_train_people_eating_apple_243.mp4, 126
vggsound_sparse_train_striking_bowling_178.mp4, 125
vggsound_sparse_train_people_sneezing_430.mp4, 125
vggsound_sparse_train_ice_cracking_148.mp4, 125
vggsound_sparse_train_lions_roaring_782.mp4, 125
vggsound_sparse_train_striking_bowling_82.mp4, 125
vggsound_sparse_train_skateboarding_428.mp4, 126
vggsound_sparse_train_lions_roaring_261.mp4, 125
vggsound_sparse_train_playing_tennis_227.mp4, 125
vggsound_sparse_train_dog_barking_596.mp4, 125
vggsound_sparse_train_lions_roaring_330.mp4, 126
vggsound_sparse_train_playing_badminton_227.mp4, 125
vggsound_sparse_train_skateboarding_339.mp4, 126
vggsound_sparse_train_ice_cracking_112.mp4, 126
vggsound_sparse_train_playing_badminton_140.mp4, 125
vggsound_sparse_train_people_sneezing_178.mp4, 126
vggsound_sparse_train_skateboarding_548.mp4, 126
vggsound_sparse_train_playing_tennis_73.mp4, 125
vggsound_sparse_train_people_eating_apple_71.mp4, 125
vggsound_sparse_train_people_eating_crisps_240.mp4, 125
vggsound_sparse_train_people_sneezing_391.mp4, 126
vggsound_sparse_train_people_sneezing_357.mp4, 120
vggsound_sparse_train_skateboarding_678.mp4, 125
vggsound_sparse_train_dog_barking_348.mp4, 125
vggsound_sparse_train_dog_barking_96.mp4, 125
vggsound_sparse_train_hammering_nails_210.mp4, 125
vggsound_sparse_train_playing_badminton_662.mp4, 125
vggsound_sparse_train_lions_roaring_22.mp4, 125
vggsound_sparse_train_playing_badminton_52.mp4, 125
vggsound_sparse_train_people_sneezing_169.mp4, 126
vggsound_sparse_train_playing_badminton_306.mp4, 125
vggsound_sparse_train_skateboarding_687.mp4, 125
vggsound_sparse_train_people_eating_apple_28.mp4, 125
vggsound_sparse_train_skateboarding_411.mp4, 126
vggsound_sparse_train_skateboarding_606.mp4, 125
vggsound_sparse_train_playing_badminton_518.mp4, 125
vggsound_sparse_train_striking_bowling_86.mp4, 125
vggsound_sparse_train_people_sneezing_326.mp4, 125
vggsound_sparse_train_people_sneezing_312.mp4, 125
vggsound_sparse_train_skateboarding_569.mp4, 92
vggsound_sparse_train_people_eating_crisps_206.mp4, 125
vggsound_sparse_train_chopping_wood_129.mp4, 126
vggsound_sparse_train_playing_badminton_408.mp4, 126
vggsound_sparse_train_hammering_nails_294.mp4, 126
vggsound_sparse_train_playing_badminton_141.mp4, 125
vggsound_sparse_train_people_sneezing_113.mp4, 125
vggsound_sparse_train_striking_bowling_97.mp4, 126
vggsound_sparse_train_lions_roaring_116.mp4, 125
vggsound_sparse_train_playing_tennis_248.mp4, 126
vggsound_sparse_train_dog_barking_498.mp4, 125
vggsound_sparse_train_people_sneezing_413.mp4, 126
vggsound_sparse_train_people_eating_crisps_104.mp4, 126
vggsound_sparse_train_skateboarding_549.mp4, 125
vggsound_sparse_train_dog_barking_133.mp4, 125
vggsound_sparse_train_lions_roaring_278.mp4, 126
vggsound_sparse_train_playing_badminton_334.mp4, 126
vggsound_sparse_train_skateboarding_333.mp4, 125
vggsound_sparse_train_playing_badminton_741.mp4, 125
vggsound_sparse_train_playing_tennis_68.mp4, 125
vggsound_sparse_train_skateboarding_518.mp4, 125
vggsound_sparse_train_people_eating_apple_200.mp4, 125
vggsound_sparse_train_ice_cracking_45.mp4, 125
vggsound_sparse_train_playing_badminton_563.mp4, 125
vggsound_sparse_train_playing_badminton_669.mp4, 126
vggsound_sparse_train_playing_badminton_111.mp4, 126
vggsound_sparse_train_people_eating_crisps_188.mp4, 126
vggsound_sparse_train_dog_barking_4.mp4, 126
vggsound_sparse_train_hammering_nails_39.mp4, 125
vggsound_sparse_train_dog_barking_148.mp4, 125
vggsound_sparse_train_hammering_nails_199.mp4, 125
vggsound_sparse_train_playing_badminton_639.mp4, 126
vggsound_sparse_train_skateboarding_605.mp4, 125
vggsound_sparse_train_dog_barking_357.mp4, 125
vggsound_sparse_train_ice_cracking_118.mp4, 126
vggsound_sparse_train_playing_badminton_16.mp4, 125
vggsound_sparse_train_people_eating_apple_193.mp4, 125
vggsound_sparse_train_people_eating_crisps_10.mp4, 125
vggsound_sparse_train_dog_barking_107.mp4, 126
vggsound_sparse_train_skateboarding_18.mp4, 125
vggsound_sparse_train_playing_badminton_362.mp4, 125
vggsound_sparse_train_lions_roaring_54.mp4, 125
vggsound_sparse_train_skateboarding_591.mp4, 125
vggsound_sparse_train_striking_bowling_20.mp4, 125
vggsound_sparse_train_lions_roaring_292.mp4, 125
vggsound_sparse_train_playing_tennis_162.mp4, 125
vggsound_sparse_train_lions_roaring_417.mp4, 125
vggsound_sparse_train_dog_barking_402.mp4, 125
vggsound_sparse_train_people_sneezing_97.mp4, 125
vggsound_sparse_train_hammering_nails_63.mp4, 125
vggsound_sparse_train_playing_badminton_332.mp4, 125
vggsound_sparse_train_chopping_wood_105.mp4, 125
vggsound_sparse_train_hammering_nails_273.mp4, 125
vggsound_sparse_train_hammering_nails_271.mp4, 125
vggsound_sparse_train_playing_badminton_430.mp4, 125
vggsound_sparse_train_lions_roaring_670.mp4, 126
vggsound_sparse_train_skateboarding_412.mp4, 125
vggsound_sparse_train_ice_cracking_57.mp4, 126
vggsound_sparse_train_people_eating_apple_218.mp4, 125
vggsound_sparse_train_dog_barking_374.mp4, 125
vggsound_sparse_train_lions_roaring_103.mp4, 125
vggsound_sparse_train_lions_roaring_388.mp4, 126
vggsound_sparse_train_lions_roaring_259.mp4, 126
vggsound_sparse_train_dog_barking_339.mp4, 125
vggsound_sparse_train_playing_badminton_38.mp4, 125
vggsound_sparse_train_people_eating_crisps_91.mp4, 125
vggsound_sparse_train_lions_roaring_696.mp4, 125
vggsound_sparse_train_playing_tennis_7.mp4, 72
vggsound_sparse_train_playing_tennis_90.mp4, 125
vggsound_sparse_train_striking_bowling_34.mp4, 125
vggsound_sparse_train_dog_barking_539.mp4, 125
vggsound_sparse_train_skateboarding_249.mp4, 125
vggsound_sparse_train_playing_tennis_125.mp4, 125
vggsound_sparse_train_skateboarding_671.mp4, 126
vggsound_sparse_train_striking_bowling_142.mp4, 125
vggsound_sparse_train_playing_badminton_661.mp4, 125
vggsound_sparse_train_ice_cracking_54.mp4, 125
vggsound_sparse_train_playing_badminton_496.mp4, 126
vggsound_sparse_train_people_sneezing_408.mp4, 125
vggsound_sparse_train_skateboarding_407.mp4, 125
vggsound_sparse_train_people_eating_apple_5.mp4, 125
vggsound_sparse_train_playing_badminton_25.mp4, 125
vggsound_sparse_train_skateboarding_175.mp4, 125
vggsound_sparse_train_people_sneezing_5.mp4, 126
vggsound_sparse_train_dog_barking_26.mp4, 125
vggsound_sparse_train_skateboarding_713.mp4, 126
vggsound_sparse_train_dog_barking_331.mp4, 126
vggsound_sparse_train_striking_bowling_9.mp4, 125
vggsound_sparse_train_playing_badminton_302.mp4, 125
vggsound_sparse_train_chopping_wood_92.mp4, 125
vggsound_sparse_train_people_sneezing_289.mp4, 125
vggsound_sparse_train_people_sneezing_130.mp4, 126
vggsound_sparse_train_dog_barking_475.mp4, 125
vggsound_sparse_train_lions_roaring_348.mp4, 126
vggsound_sparse_train_striking_bowling_51.mp4, 125
vggsound_sparse_train_playing_badminton_370.mp4, 126
vggsound_sparse_train_hammering_nails_143.mp4, 125
vggsound_sparse_train_people_eating_crisps_234.mp4, 125
vggsound_sparse_train_lions_roaring_426.mp4, 125
vggsound_sparse_train_playing_badminton_382.mp4, 125
vggsound_sparse_train_playing_badminton_552.mp4, 126
vggsound_sparse_train_dog_barking_329.mp4, 126
vggsound_sparse_train_hammering_nails_48.mp4, 125
vggsound_sparse_train_dog_barking_135.mp4, 125
vggsound_sparse_train_hammering_nails_104.mp4, 126
vggsound_sparse_train_people_sneezing_276.mp4, 126
vggsound_sparse_train_skateboarding_245.mp4, 125
vggsound_sparse_train_lions_roaring_560.mp4, 125
vggsound_sparse_train_playing_badminton_716.mp4, 125
vggsound_sparse_train_lions_roaring_640.mp4, 125
vggsound_sparse_train_playing_tennis_138.mp4, 125
vggsound_sparse_train_hammering_nails_257.mp4, 125
vggsound_sparse_train_dog_barking_590.mp4, 125
vggsound_sparse_train_lions_roaring_728.mp4, 125
vggsound_sparse_train_people_sneezing_266.mp4, 123
vggsound_sparse_train_playing_badminton_692.mp4, 125
vggsound_sparse_train_people_sneezing_261.mp4, 125
vggsound_sparse_train_people_eating_apple_91.mp4, 125
vggsound_sparse_train_chopping_wood_22.mp4, 125
vggsound_sparse_train_playing_badminton_365.mp4, 126
vggsound_sparse_train_hammering_nails_281.mp4, 125
vggsound_sparse_train_skateboarding_655.mp4, 125
vggsound_sparse_train_skateboarding_243.mp4, 125
vggsound_sparse_train_lions_roaring_586.mp4, 125
vggsound_sparse_train_playing_badminton_184.mp4, 125
vggsound_sparse_train_playing_tennis_265.mp4, 125
vggsound_sparse_train_dog_barking_245.mp4, 126
vggsound_sparse_train_lions_roaring_749.mp4, 125
vggsound_sparse_train_chopping_wood_47.mp4, 125
vggsound_sparse_train_skateboarding_284.mp4, 125
vggsound_sparse_train_people_eating_apple_93.mp4, 125
vggsound_sparse_train_dog_barking_98.mp4, 125
vggsound_sparse_train_skateboarding_187.mp4, 125
vggsound_sparse_train_people_sneezing_167.mp4, 125
vggsound_sparse_train_ice_cracking_162.mp4, 125
vggsound_sparse_train_striking_bowling_126.mp4, 126
vggsound_sparse_train_people_sneezing_294.mp4, 125
vggsound_sparse_train_chopping_wood_68.mp4, 126
vggsound_sparse_train_people_sneezing_77.mp4, 125
vggsound_sparse_train_playing_badminton_99.mp4, 125
vggsound_sparse_train_people_sneezing_231.mp4, 125
vggsound_sparse_train_ice_cracking_180.mp4, 125
vggsound_sparse_train_skateboarding_191.mp4, 125
vggsound_sparse_train_dog_barking_510.mp4, 125
vggsound_sparse_train_lions_roaring_411.mp4, 125
vggsound_sparse_train_hammering_nails_157.mp4, 125
vggsound_sparse_train_skateboarding_37.mp4, 125
vggsound_sparse_train_skateboarding_359.mp4, 126
vggsound_sparse_train_people_sneezing_232.mp4, 125
vggsound_sparse_train_hammering_nails_292.mp4, 125
vggsound_sparse_train_striking_bowling_116.mp4, 125
vggsound_sparse_train_playing_badminton_547.mp4, 125
vggsound_sparse_train_dog_barking_437.mp4, 125
vggsound_sparse_train_people_eating_apple_86.mp4, 125
vggsound_sparse_train_playing_badminton_6.mp4, 125
vggsound_sparse_train_skateboarding_346.mp4, 125
vggsound_sparse_train_skateboarding_547.mp4, 125
vggsound_sparse_train_playing_badminton_346.mp4, 126
vggsound_sparse_train_playing_badminton_357.mp4, 126
vggsound_sparse_train_lions_roaring_150.mp4, 126
vggsound_sparse_train_dog_barking_523.mp4, 126
vggsound_sparse_train_dog_barking_536.mp4, 125
vggsound_sparse_train_skateboarding_500.mp4, 125
vggsound_sparse_train_striking_bowling_166.mp4, 126
vggsound_sparse_train_chopping_wood_25.mp4, 125
vggsound_sparse_train_playing_badminton_273.mp4, 125
vggsound_sparse_train_hammering_nails_420.mp4, 126
vggsound_sparse_train_people_eating_apple_79.mp4, 125
vggsound_sparse_train_playing_badminton_684.mp4, 125
vggsound_sparse_train_lions_roaring_334.mp4, 126
vggsound_sparse_train_hammering_nails_334.mp4, 125
vggsound_sparse_train_lions_roaring_425.mp4, 125
vggsound_sparse_train_skateboarding_30.mp4, 125
vggsound_sparse_train_playing_badminton_297.mp4, 125
vggsound_sparse_train_skateboarding_387.mp4, 125
vggsound_sparse_train_lions_roaring_91.mp4, 125
vggsound_sparse_train_lions_roaring_648.mp4, 126
vggsound_sparse_train_skateboarding_59.mp4, 125
vggsound_sparse_train_hammering_nails_438.mp4, 125
vggsound_sparse_train_hammering_nails_37.mp4, 125
vggsound_sparse_train_playing_badminton_431.mp4, 125
vggsound_sparse_train_hammering_nails_284.mp4, 126
vggsound_sparse_train_lions_roaring_687.mp4, 126
vggsound_sparse_train_playing_badminton_293.mp4, 126
vggsound_sparse_train_people_sneezing_459.mp4, 126
vggsound_sparse_train_lions_roaring_221.mp4, 125
vggsound_sparse_train_striking_bowling_180.mp4, 126
vggsound_sparse_train_people_sneezing_22.mp4, 125
vggsound_sparse_train_playing_badminton_642.mp4, 126
vggsound_sparse_train_skateboarding_27.mp4, 125
vggsound_sparse_train_skateboarding_270.mp4, 125
vggsound_sparse_train_hammering_nails_269.mp4, 125
vggsound_sparse_train_ice_cracking_182.mp4, 125
vggsound_sparse_train_people_sneezing_433.mp4, 125
vggsound_sparse_train_people_sneezing_419.mp4, 125
vggsound_sparse_train_people_sneezing_373.mp4, 125
vggsound_sparse_train_lions_roaring_652.mp4, 125
vggsound_sparse_train_people_eating_apple_72.mp4, 125
vggsound_sparse_train_playing_badminton_349.mp4, 125
vggsound_sparse_train_people_sneezing_303.mp4, 126
vggsound_sparse_train_skateboarding_279.mp4, 125
vggsound_sparse_train_playing_badminton_170.mp4, 125
vggsound_sparse_train_playing_badminton_731.mp4, 125
vggsound_sparse_train_hammering_nails_452.mp4, 125
vggsound_sparse_train_dog_barking_381.mp4, 125
vggsound_sparse_train_lions_roaring_522.mp4, 125
vggsound_sparse_train_lions_roaring_346.mp4, 126
vggsound_sparse_train_skateboarding_647.mp4, 125
vggsound_sparse_train_skateboarding_104.mp4, 125
vggsound_sparse_train_playing_badminton_280.mp4, 125
vggsound_sparse_train_playing_badminton_270.mp4, 125
vggsound_sparse_train_lions_roaring_738.mp4, 125
vggsound_sparse_train_playing_tennis_88.mp4, 126
vggsound_sparse_train_skateboarding_146.mp4, 125
vggsound_sparse_train_dog_barking_328.mp4, 125
vggsound_sparse_train_playing_badminton_435.mp4, 125
vggsound_sparse_train_lions_roaring_149.mp4, 125
